Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent,Calculated_Closing_Stock,Inventory_Quality_Flag
INVT002807,PO002807,P0252,WH010,2025-04-09,758,623,44,1337,413,213,1440055.96,Normal,4.62,1337,Valid
INVT002808,PO002808,P0184,WH007,2025-07-29,611,745,827,529,157,106,38382885.76,Normal,9.17,529,Valid
INVT002809,PO002809,P0054,WH005,2026-01-06,437,287,262,462,114,156,19861504.74,Normal,1.99,462,Valid
INVT002810,PO002810,P0179,WH006,2025-08-12,15,671,682,4,128,245,26960.2,Reorder,0.02,4,Valid
INVT002811,PO002811,P0263,WH006,2026-06-25,95,405,317,183,72,247,14673424.95,Normal,0.88,183,Valid
INVT002812,PO002812,P0275,WH009,2025-02-26,1314,406,455,1265,361,144,48660742.35,Normal,4.73,1265,Valid
INVT002813,PO002813,P0287,WH006,2026-04-27,891,273,376,788,254,99,55144413.36,Normal,3.8,788,Valid
INVT002814,PO002814,P0278,WH010,2025-03-30,1159,689,221,1627,495,236,29572807.56,Normal,5.62,1627,Valid
INVT002815,PO002815,P0102,WH007,2025-12-27,68,271,259,80,209,117,4016388.0,Reorder,1.3900000000000001,80,Valid
INVT002816,PO002816,P0108,WH006,2025-04-08,99,559,428,230,217,213,10120954.5,Normal,1.11,230,Valid
INVT002817,PO002817,P0094,WH006,2026-03-14,207,850,466,591,216,65,15473585.64,Normal,2.85,591,Valid
INVT002818,PO002818,P0083,WH010,2026-04-29,1411,890,789,1512,435,180,90079894.8,Normal,5.22,1512,Valid
INVT002819,PO002819,P0153,WH007,2025-01-03,1585,313,434,1464,441,216,45520239.84,Normal,25.39,1464,Valid
INVT002820,PO002820,P0175,WH010,2025-09-04,275,60,51,284,455,79,1973802.84,Reorder,0.98,284,Valid
INVT002821,PO002821,P0090,WH006,2026-05-28,14,345,194,165,76,160,12783115.95,Normal,0.79,165,Valid
INVT002822,PO002822,P0198,WH009,2026-07-18,40,735,771,4,38,223,262096.08,Reorder,0.01,4,Valid
INVT002823,PO002823,P0103,WH010,2026-06-12,260,319,455,124,161,185,2971947.68,Reorder,0.43,124,Valid
INVT002824,PO002824,P0243,WH007,2025-09-16,1355,28,14,1369,377,159,1088272.86,Normal,23.74,1369,Valid
INVT002825,PO002825,P0052,WH008,2026-07-09,1503,89,59,1533,402,58,28349585.04,Normal,7.54,1533,Valid
INVT002826,PO002826,P0093,WH010,2026-06-08,134,95,58,171,224,216,7343429.13,Reorder,0.59,171,Valid
INVT002827,PO002827,P0040,WH007,2025-02-13,313,110,48,375,191,99,16662776.25,Normal,6.5,375,Valid
INVT002828,PO002828,P0223,WH009,2025-03-15,1207,544,699,1052,362,20,2495691.16,Normal,3.93,1052,Valid
INVT002829,PO002829,P0229,WH005,2026-03-11,334,56,16,374,220,105,2436419.26,Normal,1.6099999999999999,374,Valid
INVT002830,PO002830,P0214,WH005,2025-06-11,95,596,696,0,124,156,0.0,Stockout,0.0,0,Valid
INVT002831,PO002831,P0232,WH007,2025-09-06,976,324,65,1235,293,69,46006022.4,Normal,21.41,1235,Valid
INVT002832,PO002832,P0188,WH006,2025-09-05,559,578,223,914,324,165,1598458.04,Normal,4.4,914,Valid
INVT002833,PO002833,P0064,WH006,2025-06-08,1980,655,307,2328,499,106,169523400.2,Normal,11.21,2328,Valid
INVT002834,PO002834,P0186,WH007,2026-02-27,354,618,332,640,147,34,45314867.2,Normal,11.1,640,Valid
INVT002835,PO002835,P0035,WH007,2025-07-06,1148,535,82,1601,489,155,95461946.45,Normal,27.76,1601,Valid
INVT002836,PO002836,P0072,WH009,2025-02-25,305,923,583,645,290,216,4246351.05,Normal,2.41,645,Valid
INVT002837,PO002837,P0226,WH009,2026-02-15,688,780,529,939,229,114,8785124.37,Normal,3.51,939,Valid
INVT002838,PO002838,P0172,WH008,2025-10-29,527,251,313,465,170,34,188985.3,Normal,2.29,465,Valid
INVT002839,PO002839,P0185,WH007,2026-05-08,184,622,408,398,166,111,21134627.84,Normal,6.9,398,Valid
INVT002840,PO002840,P0247,WH006,2025-01-21,127,193,224,96,303,118,2836902.72,Reorder,0.46,96,Valid
INVT002841,PO002841,P0191,WH010,2025-04-23,850,872,470,1252,429,204,96137674.56,Normal,4.32,1252,Valid
INVT002842,PO002842,P0221,WH008,2026-02-17,724,38,57,705,187,23,30707706.15,Normal,3.47,705,Valid
INVT002843,PO002843,P0270,WH010,2026-06-08,343,650,400,593,429,112,42239899.98,Normal,2.05,593,Valid
INVT002844,PO002844,P0202,WH009,2026-08-04,910,473,377,1006,297,174,29801864.72,Normal,3.76,1006,Valid
INVT002845,PO002845,P0033,WH008,2026-03-26,1101,275,81,1295,441,103,59850380.45,Normal,6.37,1295,Valid
INVT002846,PO002846,P0221,WH005,2025-09-16,467,763,702,528,187,23,24626543.04,Normal,2.27,528,Valid
INVT002847,PO002847,P0283,WH008,2025-08-12,1245,903,880,1268,321,33,69421579.84,Normal,6.23,1268,Valid
INVT002848,PO002848,P0040,WH005,2026-01-21,184,360,29,515,191,99,21364620.5,Normal,2.22,515,Valid
INVT002849,PO002849,P0238,WH010,2026-01-07,284,873,563,594,179,171,28782584.82,Normal,2.05,594,Valid
INVT002850,PO002850,P0117,WH007,2025-02-16,356,895,1318,0,490,224,0.0,Stockout,0.0,0,Valid
INVT002851,PO002851,P0262,WH005,2026-06-12,27,682,393,316,159,57,21825683.92,Normal,1.3599999999999999,316,Valid
INVT002852,PO002852,P0202,WH010,2026-02-27,372,797,438,731,297,174,23529150.22,Normal,2.52,731,Valid
INVT002853,PO002853,P0051,WH005,2026-05-25,1308,990,238,2060,387,133,11480400.6,Overstock,8.87,2060,Valid
INVT002854,PO002854,P0098,WH010,2025-09-04,484,425,396,513,256,35,9558267.3,Normal,1.77,513,Valid
INVT002855,PO002855,P0260,WH010,2025-02-23,372,942,790,524,341,72,15154268.64,Normal,1.81,524,Valid
INVT002856,PO002856,P0065,WH009,2026-02-10,1204,374,443,1135,390,19,46321937.8,Normal,4.24,1135,Valid
INVT002857,PO002857,P0042,WH005,2025-07-03,279,694,612,361,131,24,24682988.73,Normal,1.55,361,Valid
INVT002858,PO002858,P0260,WH010,2025-07-10,785,279,175,889,341,72,24421647.88,Normal,3.07,889,Valid
INVT002859,PO002859,P0030,WH006,2026-03-12,719,13,6,726,258,168,55069285.26,Normal,3.5,726,Valid
INVT002860,PO002860,P0104,WH006,2025-01-06,686,260,268,678,297,48,15923860.56,Normal,3.27,678,Valid
INVT002861,PO002861,P0154,WH007,2025-07-19,251,612,583,280,404,23,9101618.4,Reorder,4.86,280,Valid
INVT002862,PO002862,P0219,WH006,2025-03-05,366,155,110,411,311,33,32864727.24,Normal,1.98,411,Valid
INVT002863,PO002863,P0167,WH010,2026-03-12,1052,140,57,1135,451,169,18537932.3,Normal,3.92,1135,Valid
INVT002864,PO002864,P0270,WH007,2025-04-20,294,254,240,308,429,112,21876165.08,Reorder,5.34,308,Valid
INVT002865,PO002865,P0056,WH006,2025-02-01,1584,352,18,1918,455,211,86879013.06,Normal,9.24,1918,Valid
INVT002866,PO002866,P0217,WH010,2025-01-31,570,120,80,610,394,47,38421130.6,Normal,2.11,610,Valid
INVT002867,PO002867,P0190,WH008,2026-05-01,186,403,413,176,238,85,12454175.36,Reorder,0.87,176,Valid
INVT002868,PO002868,P0208,WH009,2026-07-28,588,489,213,864,159,116,29949609.6,Overstock,3.23,864,Valid
INVT002869,PO002869,P0183,WH010,2026-05-23,1079,878,505,1452,482,121,87695384.04,Normal,5.02,1452,Valid
INVT002870,PO002870,P0234,WH005,2025-09-06,565,998,690,873,150,113,19091741.76,Overstock,3.76,873,Valid
INVT002871,PO002871,P0279,WH008,2025-06-30,370,859,1177,52,138,52,3718777.4,Reorder,0.26,52,Valid
INVT002872,PO002872,P0015,WH006,2026-06-28,548,587,399,736,340,128,61423880.96,Normal,3.54,736,Valid
INVT002873,PO002873,P0224,WH005,2025-10-28,560,464,17,1007,187,112,32815350.68,Overstock,4.33,1007,Valid
INVT002874,PO002874,P0251,WH007,2026-07-27,716,434,413,737,184,38,25759248.13,Normal,12.78,737,Valid
INVT002875,PO002875,P0037,WH006,2025-11-17,667,460,55,1072,344,50,34761711.84,Normal,5.16,1072,Valid
INVT002876,PO002876,P0200,WH009,2025-09-16,1381,820,55,2146,422,173,189009636.7,Overstock,8.02,2146,Valid
INVT002877,PO002877,P0045,WH005,2025-11-11,1442,68,66,1444,388,79,71699899.48,Normal,6.21,1444,Valid
INVT002878,PO002878,P0005,WH005,2026-07-02,54,527,114,467,145,104,15256941.37,Normal,2.01,467,Valid
INVT002879,PO002879,P0252,WH006,2025-05-30,674,859,561,972,413,213,1010957.76,Normal,4.68,972,Valid
INVT002880,PO002880,P0114,WH006,2025-05-13,86,683,465,304,70,236,19621713.44,Normal,1.46,304,Valid
INVT002881,PO002881,P0106,WH008,2026-01-01,453,538,622,369,213,184,5911464.87,Normal,1.81,369,Valid
INVT002882,PO002882,P0170,WH007,2026-04-30,365,799,484,680,210,177,43590271.2,Normal,11.79,680,Valid
INVT002883,PO002883,P0053,WH010,2025-03-21,131,548,254,425,53,166,15910865.25,Overstock,1.47,425,Valid
INVT002884,PO002884,P0232,WH006,2025-04-07,380,253,119,514,293,69,19184135.08,Normal,2.48,514,Valid
INVT002885,PO002885,P0132,WH007,2025-11-22,1,672,458,215,62,174,6418171.4,Normal,3.73,215,Valid
INVT002886,PO002886,P0298,WH005,2025-05-10,833,723,488,1068,432,66,15646680.6,Normal,4.6,1068,Valid
INVT002887,PO002887,P0019,WH006,2026-05-15,1606,651,892,1365,417,37,59180312.1,Normal,6.57,1365,Valid
INVT002888,PO002888,P0118,WH007,2025-10-03,375,792,77,1090,460,187,82721517.0,Normal,18.9,1090,Valid
INVT002889,PO002889,P0131,WH006,2025-10-01,1103,319,339,1083,393,68,26811235.35,Normal,5.22,1083,Valid
INVT002890,PO002890,P0269,WH006,2026-01-16,92,766,330,528,252,243,44749705.44,Normal,2.54,528,Valid
INVT002891,PO002891,P0039,WH009,2025-11-17,99,756,806,49,67,207,822452.75,Reorder,0.18,49,Valid
INVT002892,PO002892,P0248,WH008,2026-01-11,304,818,97,1025,444,184,78335276.5,Normal,5.04,1025,Valid
INVT002893,PO002893,P0094,WH010,2026-07-21,824,739,421,1142,216,65,31514826.14,Overstock,3.94,1142,Valid
INVT002894,PO002894,P0170,WH005,2025-06-17,276,887,1254,0,210,177,0.0,Stockout,0.0,0,Valid
INVT002895,PO002895,P0061,WH006,2026-01-07,673,587,749,511,232,52,20756104.6,Normal,2.46,511,Valid
INVT002896,PO002896,P0065,WH007,2025-06-27,1081,110,39,1152,390,19,50406912.0,Normal,19.98,1152,Valid
INVT002897,PO002897,P0074,WH007,2025-01-27,3,38,11,30,87,78,1668530.7,Reorder,0.52,30,Valid
INVT002898,PO002898,P0074,WH009,2025-03-31,214,606,221,599,87,78,28362452.33,Overstock,2.24,599,Valid
INVT002899,PO002899,P0091,WH008,2025-12-29,657,701,844,514,382,83,17023577.2,Normal,2.5300000000000002,514,Valid
INVT002900,PO002900,P0087,WH009,2026-06-21,393,145,99,439,237,242,37969276.82,Normal,1.6400000000000001,439,Valid
INVT002901,PO002901,P0005,WH006,2025-02-26,96,252,37,311,145,104,11169736.05,Normal,1.5,311,Valid
INVT002902,PO002902,P0024,WH006,2025-08-21,820,846,1208,458,413,147,13310208.22,Normal,2.21,458,Valid
INVT002903,PO002903,P0120,WH006,2026-05-19,628,512,742,398,236,214,31032227.16,Normal,1.92,398,Valid
INVT002904,PO002904,P0227,WH007,2025-07-10,250,221,307,164,109,237,4275147.08,Normal,2.84,164,Valid
INVT002905,PO002905,P0164,WH009,2025-04-05,1168,473,528,1113,419,83,88662503.79,Normal,4.16,1113,Valid
INVT002906,PO002906,P0226,WH010,2026-02-17,88,200,271,17,229,114,159425.15,Reorder,0.06,17,Valid
INVT002907,PO002907,P0070,WH005,2025-08-04,431,767,608,590,306,185,41544112.5,Normal,2.54,590,Valid
INVT002908,PO002908,P0163,WH009,2025-04-26,289,448,471,266,201,83,14423171.7,Normal,0.99,266,Valid
INVT002909,PO002909,P0053,WH010,2026-05-26,132,397,6,523,53,166,18323676.33,Overstock,1.81,523,Valid
INVT002910,PO002910,P0199,WH007,2026-04-09,769,248,66,951,325,187,54058624.98,Normal,16.49,951,Valid
INVT002911,PO002911,P0058,WH007,2025-02-25,799,106,118,787,459,191,5653713.56,Normal,13.65,787,Valid
INVT002912,PO002912,P0252,WH008,2026-01-16,818,86,113,791,413,213,900830.35,Normal,3.89,791,Valid
INVT002913,PO002913,P0268,WH008,2026-04-25,568,339,86,821,208,247,17267272.0,Normal,4.04,821,Valid
INVT002914,PO002914,P0003,WH007,2025-01-28,229,687,622,294,234,143,23302260.66,Normal,5.1,294,Valid
INVT002915,PO002915,P0250,WH007,2026-06-05,1385,395,22,1758,485,23,100900638.5,Normal,30.48,1758,Valid
INVT002916,PO002916,P0031,WH007,2025-03-04,1257,259,302,1214,378,181,17765930.94,Normal,21.05,1214,Valid
INVT002917,PO002917,P0230,WH007,2026-07-30,526,911,15,1422,346,159,76648231.62,Normal,24.66,1422,Valid
INVT002918,PO002918,P0051,WH009,2026-01-18,1196,562,800,958,387,133,4848083.54,Normal,3.58,958,Valid
INVT002919,PO002919,P0150,WH008,2026-04-03,264,915,300,879,80,75,61350139.02,Overstock,4.32,879,Valid
INVT002920,PO002920,P0242,WH009,2025-01-22,796,803,977,622,228,88,6686792.34,Normal,2.32,622,Valid
INVT002921,PO002921,P0241,WH009,2025-11-23,477,429,407,499,252,138,14324368.85,Normal,1.87,499,Valid
INVT002922,PO002922,P0177,WH008,2026-06-03,1785,870,1167,1488,450,112,86106601.92,Normal,7.32,1488,Valid
INVT002923,PO002923,P0027,WH005,2025-07-27,136,766,1121,0,495,214,0.0,Stockout,0.0,0,Valid
INVT002924,PO002924,P0001,WH010,2025-02-17,579,912,1080,411,364,114,18359028.87,Normal,1.42,411,Valid
INVT002925,PO002925,P0120,WH008,2026-07-04,463,32,45,450,236,214,35515921.5,Normal,2.21,450,Valid
INVT002926,PO002926,P0225,WH010,2025-09-28,754,144,8,890,347,132,59387305.9,Normal,3.07,890,Valid
INVT002927,PO002927,P0149,WH010,2025-11-16,1035,92,51,1076,487,100,55535415.84,Normal,3.7199999999999998,1076,Valid
INVT002928,PO002928,P0108,WH007,2025-02-15,704,843,24,1523,217,213,60101448.42,Overstock,26.41,1523,Valid
INVT002929,PO002929,P0210,WH008,2026-03-22,433,126,159,400,136,236,29855076.0,Normal,1.97,400,Valid
INVT002930,PO002930,P0188,WH006,2026-04-17,33,330,295,68,324,165,125660.6,Reorder,0.33,68,Valid
INVT002931,PO002931,P0140,WH010,2026-03-21,787,768,244,1311,462,58,87234464.4,Normal,4.53,1311,Valid
INVT002932,PO002932,P0016,WH008,2025-01-18,3,751,993,0,38,195,0.0,Stockout,0.0,0,Valid
INVT002933,PO002933,P0265,WH007,2025-04-20,253,757,942,68,167,227,2074237.32,Reorder,1.18,68,Valid
INVT002934,PO002934,P0300,WH005,2026-06-05,125,673,907,0,213,163,0.0,Stockout,0.0,0,Valid
INVT002935,PO002935,P0144,WH005,2026-04-09,172,207,224,155,391,246,7175725.0,Reorder,0.67,155,Valid
INVT002936,PO002936,P0191,WH007,2025-11-11,1106,421,108,1419,429,204,117814532.6,Normal,24.61,1419,Valid
INVT002937,PO002937,P0024,WH008,2025-08-13,409,547,558,398,413,147,10195231.68,Reorder,1.96,398,Valid
INVT002938,PO002938,P0272,WH007,2026-02-02,118,898,1257,0,133,17,0.0,Stockout,0.0,0,Valid
INVT002939,PO002939,P0233,WH006,2026-03-25,208,836,42,1002,59,136,39688478.52,Overstock,4.83,1002,Valid
INVT002940,PO002940,P0204,WH008,2025-05-30,794,807,425,1176,309,156,90534971.52,Normal,5.78,1176,Valid
INVT002941,PO002941,P0297,WH010,2026-03-31,49,846,689,206,364,12,5519411.56,Reorder,0.71,206,Valid
INVT002942,PO002942,P0041,WH005,2025-02-08,776,233,133,876,372,143,29299090.2,Normal,3.77,876,Valid
INVT002943,PO002943,P0021,WH005,2025-08-10,500,804,295,1009,254,131,29751918.86,Normal,4.34,1009,Valid
INVT002944,PO002944,P0044,WH010,2025-04-10,551,482,723,310,177,19,17656105.8,Normal,1.07,310,Valid
INVT002945,PO002945,P0289,WH008,2025-03-11,43,211,153,101,22,220,3357083.45,Normal,0.5,101,Valid
INVT002946,PO002946,P0011,WH010,2025-08-05,457,959,194,1222,348,26,75256430.08,Normal,4.22,1222,Valid
INVT002947,PO002947,P0086,WH010,2025-03-04,1357,268,2,1623,442,229,74698185.48,Normal,5.61,1623,Valid
INVT002948,PO002948,P0091,WH008,2025-03-08,863,642,734,771,382,83,23989456.83,Normal,3.79,771,Valid
INVT002949,PO002949,P0064,WH010,2025-05-23,200,651,740,111,499,106,9217941.72,Reorder,0.38,111,Valid
INVT002950,PO002950,P0206,WH009,2026-05-10,1263,169,213,1219,441,100,95271371.65,Normal,4.5600000000000005,1219,Valid
INVT002951,PO002951,P0097,WH009,2025-05-18,587,881,914,554,197,84,42766428.88,Normal,2.07,554,Valid
INVT002952,PO002952,P0223,WH008,2026-01-04,542,943,249,1236,362,20,2793421.8,Normal,6.08,1236,Valid
INVT002953,PO002953,P0213,WH007,2025-10-03,38,432,612,0,76,205,0.0,Stockout,0.0,0,Valid
INVT002954,PO002954,P0179,WH009,2026-03-01,277,906,720,463,128,245,3615127.15,Normal,1.73,463,Valid
INVT002955,PO002955,P0277,WH007,2025-01-10,102,639,571,170,33,25,13137821.0,Overstock,2.95,170,Valid
INVT002956,PO002956,P0118,WH006,2026-01-12,160,188,187,161,460,187,12260330.32,Reorder,0.78,161,Valid
INVT002957,PO002957,P0289,WH008,2026-02-24,83,371,332,122,22,220,4656842.48,Overstock,0.6000000000000001,122,Valid
INVT002958,PO002958,P0191,WH009,2026-06-07,810,307,107,1010,429,204,75042666.7,Normal,3.77,1010,Valid
INVT002959,PO002959,P0113,WH008,2025-05-04,1,33,41,0,63,183,0.0,Stockout,0.0,0,Valid
INVT002960,PO002960,P0076,WH009,2025-09-10,892,988,1056,824,315,60,61081785.12,Normal,3.08,824,Valid
INVT002961,PO002961,P0122,WH008,2025-11-04,262,794,74,982,208,225,50339175.98,Normal,4.83,982,Valid
INVT002962,PO002962,P0086,WH006,2026-01-26,429,862,503,788,442,229,35130970.6,Normal,3.8,788,Valid
INVT002963,PO002963,P0010,WH005,2026-06-28,999,747,291,1455,380,29,12882919.2,Normal,6.26,1455,Valid
INVT002964,PO002964,P0188,WH006,2025-10-21,180,693,461,412,324,165,869682.56,Normal,1.98,412,Valid
INVT002965,PO002965,P0242,WH005,2025-12-12,447,603,6,1044,228,88,11590227.0,Normal,4.49,1044,Valid
INVT002966,PO002966,P0193,WH006,2025-12-20,1527,278,256,1549,470,163,41816044.99,Normal,7.46,1549,Valid
INVT002967,PO002967,P0123,WH010,2026-06-20,89,476,333,232,308,180,10720733.92,Reorder,0.8,232,Valid
INVT002968,PO002968,P0065,WH007,2025-03-31,256,266,283,239,390,19,10322204.46,Reorder,4.14,239,Valid
INVT002969,PO002969,P0028,WH005,2026-04-19,12,284,240,56,29,232,835540.16,Normal,0.24,56,Valid
INVT002970,PO002970,P0234,WH010,2025-08-29,152,904,1181,0,150,113,0.0,Stockout,0.0,0,Valid
INVT002971,PO002971,P0136,WH010,2025-09-11,1163,897,723,1337,441,74,52115992.6,Normal,4.62,1337,Valid
INVT002972,PO002972,P0109,WH010,2026-04-24,970,363,113,1220,373,189,74764406.0,Normal,4.21,1220,Valid
INVT002973,PO002973,P0282,WH006,2025-04-07,658,637,612,683,246,248,26871740.27,Normal,3.29,683,Valid
INVT002974,PO002974,P0216,WH006,2025-07-10,815,709,1044,480,430,35,22811880.0,Normal,2.31,480,Valid
INVT002975,PO002975,P0025,WH007,2025-03-15,1609,619,158,2070,417,19,27214186.5,Normal,35.89,2070,Valid
INVT002976,PO002976,P0126,WH010,2026-03-27,37,508,521,24,226,14,1434093.36,Reorder,0.08,24,Valid
INVT002977,PO002977,P0065,WH007,2025-08-17,1350,232,28,1554,390,19,63435336.72,Normal,26.95,1554,Valid
INVT002978,PO002978,P0090,WH006,2025-11-10,274,758,519,513,76,160,42353695.53,Overstock,2.47,513,Valid
INVT002979,PO002979,P0292,WH010,2026-01-13,1002,195,278,919,355,98,55397071.87,Normal,3.17,919,Valid
INVT002980,PO002980,P0138,WH009,2025-11-22,392,580,574,398,183,201,24281402.9,Normal,1.49,398,Valid
INVT002981,PO002981,P0292,WH006,2025-08-05,1154,593,127,1620,355,98,97861964.4,Normal,7.8,1620,Valid
INVT002982,PO002982,P0004,WH009,2026-01-08,350,237,33,554,310,85,37936163.82,Normal,2.07,554,Valid
INVT002983,PO002983,P0057,WH005,2026-01-12,37,209,291,0,45,53,0.0,Stockout,0.0,0,Valid
INVT002984,PO002984,P0051,WH008,2025-01-24,1145,287,99,1333,387,133,7602338.94,Normal,6.55,1333,Valid
INVT002985,PO002985,P0223,WH007,2026-04-02,201,426,601,26,362,20,59900.1,Reorder,0.45,26,Valid
INVT002986,PO002986,P0151,WH010,2026-05-05,1202,797,970,1029,390,115,6722395.26,Normal,3.55,1029,Valid
INVT002987,PO002987,P0202,WH006,2025-12-29,988,178,189,977,297,174,27896066.06,Normal,4.71,977,Valid
INVT002988,PO002988,P0209,WH007,2025-12-15,436,308,137,607,236,35,52470743.18,Normal,10.53,607,Valid
INVT002989,PO002989,P0119,WH006,2025-01-17,206,967,1104,69,226,66,162400.47,Reorder,0.33,69,Valid
INVT002990,PO002990,P0225,WH009,2025-12-28,1126,430,259,1297,347,132,98318319.77,Normal,4.85,1297,Valid
INVT002991,PO002991,P0147,WH010,2025-12-22,817,276,386,707,335,66,56539398.02,Normal,2.44,707,Valid
INVT002992,PO002992,P0074,WH006,2025-04-19,123,802,303,622,87,78,33345650.14,Overstock,3.0,622,Valid
INVT002993,PO002993,P0239,WH009,2025-04-27,623,421,508,536,338,96,28576041.36,Normal,2.0,536,Valid
INVT002994,PO002994,P0255,WH007,2025-09-10,366,719,526,559,163,172,29603303.99,Normal,9.69,559,Valid
INVT002995,PO002995,P0292,WH010,2026-05-05,568,897,788,677,355,98,39909386.95,Normal,2.34,677,Valid
INVT002996,PO002996,P0007,WH006,2025-12-13,487,713,369,831,194,82,48898350.18,Normal,4.0,831,Valid
INVT002997,PO002997,P0245,WH010,2025-06-15,40,189,95,134,190,168,6498348.76,Reorder,0.46,134,Valid
INVT002998,PO002998,P0181,WH005,2025-10-29,116,302,286,132,31,180,436963.56,Normal,0.5700000000000001,132,Valid
INVT002999,PO002999,P0098,WH008,2025-04-10,54,384,91,347,256,35,6667025.51,Normal,1.71,347,Valid
INVT003000,PO003000,P0112,WH010,2025-06-03,565,407,244,728,439,184,15793144.64,Normal,2.51,728,Valid
INVT003001,PO003001,P0237,WH008,2025-10-28,609,444,185,868,290,24,22306506.32,Normal,4.27,868,Valid
INVT003002,PO003002,P0130,WH006,2025-04-08,301,76,54,323,173,58,8600075.26,Normal,1.56,323,Valid
INVT003003,PO003003,P0009,WH007,2025-01-08,888,24,13,899,435,127,36603836.83,Normal,15.59,899,Valid
INVT003004,PO003004,P0102,WH007,2026-01-13,398,769,321,846,209,117,44444288.52,Normal,14.67,846,Valid
INVT003005,PO003005,P0181,WH007,2026-02-26,21,458,364,115,31,180,374591.8,Normal,1.99,115,Valid
INVT003006,PO003006,P0234,WH006,2025-10-21,581,218,124,675,150,113,15935676.75,Normal,3.25,675,Valid
INVT003007,PO003007,P0196,WH005,2026-03-25,678,718,992,404,236,215,26036422.36,Normal,1.74,404,Valid
INVT003008,PO003008,P0168,WH007,2025-04-23,567,179,176,570,156,80,46380729.0,Normal,9.88,570,Valid
INVT003009,PO003009,P0052,WH010,2025-03-21,723,49,49,723,402,58,12133660.74,Normal,2.5,723,Valid
INVT003010,PO003010,P0166,WH008,2025-05-26,331,23,8,346,209,166,6535061.16,Normal,1.7000000000000002,346,Valid
INVT003011,PO003011,P0154,WH008,2026-01-31,316,527,710,133,404,23,4414191.53,Reorder,0.65,133,Valid
INVT003012,PO003012,P0071,WH009,2026-03-05,1122,987,729,1380,368,103,47552136.6,Normal,5.16,1380,Valid
INVT003013,PO003013,P0187,WH009,2026-03-09,48,248,182,114,114,24,4160182.62,Normal,0.43,114,Valid
INVT003014,PO003014,P0110,WH005,2025-12-24,485,332,184,633,228,116,12477537.75,Normal,2.7199999999999998,633,Valid
INVT003015,PO003015,P0192,WH005,2025-09-26,549,277,368,458,215,162,19675858.62,Normal,1.97,458,Valid
INVT003016,PO003016,P0139,WH008,2025-07-13,112,850,693,269,42,232,18969320.48,Overstock,1.32,269,Valid
INVT003017,PO003017,P0059,WH007,2026-01-06,700,352,84,968,460,48,55980824.24,Normal,16.79,968,Valid
INVT003018,PO003018,P0198,WH007,2026-03-22,133,139,184,88,38,223,6655439.12,Normal,1.53,88,Valid
INVT003019,PO003019,P0166,WH007,2025-07-30,477,533,648,362,209,166,7137369.38,Normal,6.28,362,Valid
INVT003020,PO003020,P0120,WH007,2025-07-08,804,236,92,948,236,214,76254721.56,Normal,16.44,948,Valid
INVT003021,PO003021,P0250,WH006,2025-04-17,1757,325,294,1788,485,23,114133582.8,Normal,8.61,1788,Valid
INVT003022,PO003022,P0137,WH008,2025-09-01,5,415,197,223,180,28,3672294.87,Normal,1.1,223,Valid
INVT003023,PO003023,P0102,WH007,2026-02-06,253,601,158,696,209,117,39583942.08,Normal,12.07,696,Valid
INVT003024,PO003024,P0029,WH010,2026-05-22,180,359,163,376,236,45,21232069.52,Normal,1.3,376,Valid
INVT003025,PO003025,P0206,WH009,2025-01-17,62,656,339,379,441,100,30714250.96,Reorder,1.42,379,Valid
INVT003026,PO003026,P0091,WH009,2025-08-26,769,698,254,1213,382,83,43274090.38,Normal,4.53,1213,Valid
INVT003027,PO003027,P0095,WH006,2026-04-17,457,839,1129,167,393,151,4056286.38,Reorder,0.8,167,Valid
INVT003028,PO003028,P0245,WH007,2026-02-09,436,371,426,381,190,168,17824311.57,Normal,6.61,381,Valid
INVT003029,PO003029,P0011,WH010,2026-04-07,156,719,51,824,348,26,49316647.2,Normal,2.85,824,Valid
INVT003030,PO003030,P0225,WH009,2025-06-24,1253,248,50,1451,347,132,106464135.9,Normal,5.42,1451,Valid
INVT003031,PO003031,P0292,WH006,2025-07-15,430,974,1193,211,355,98,12696557.86,Reorder,1.02,211,Valid
INVT003032,PO003032,P0158,WH010,2026-02-19,1137,372,386,1123,298,222,37144437.84,Normal,3.88,1123,Valid
INVT003033,PO003033,P0214,WH006,2026-06-14,105,697,578,224,124,156,5782958.72,Normal,1.08,224,Valid
INVT003034,PO003034,P0227,WH010,2025-09-02,203,220,25,398,109,237,11823270.58,Normal,1.37,398,Valid
INVT003035,PO003035,P0013,WH005,2025-03-31,1618,407,30,1995,440,231,33671749.65,Normal,8.59,1995,Valid
INVT003036,PO003036,P0247,WH009,2025-08-24,1014,858,1047,825,303,118,24652270.5,Normal,3.08,825,Valid
INVT003037,PO003037,P0230,WH006,2025-09-11,327,60,85,302,346,159,15034786.12,Reorder,1.45,302,Valid
INVT003038,PO003038,P0036,WH008,2025-06-10,1301,14,8,1307,499,189,102101206.3,Normal,6.43,1307,Valid
INVT003039,PO003039,P0104,WH007,2026-03-30,178,682,974,0,297,48,0.0,Stockout,0.0,0,Valid
INVT003040,PO003040,P0072,WH008,2025-07-12,884,634,89,1429,290,216,9095170.59,Normal,7.03,1429,Valid
