PO_ID,PO_Date,Supplier_ID,Product_ID,Warehouse_ID,Contract_ID,Supply_Type,Quantity,Unit_Cost_INR,Subtotal_INR,Freight_INR,Import_Duty_Percent,Import_Duty_INR,Tax_INR,Total_PO_Value_INR,Currency,Exchange_Rate_to_INR,Shipping_Mode,Expected_Delivery_Date,Actual_Receipt_Date,Delay_Days,Approval_Status,PO_Status,Calculated_Subtotal
PO002813,27-04-2026,S0183,P0287,WH006,CT00546,International,273,69980.22,19104600.06,393736.4,12.18,2326940.29,1218912.48,23044189.23,USD,83.5,Sea,14-05-2026,19-05-2026,5,Approved,Partially Delivered,19104600.06
PO002814,30-03-2025,S0139,P0278,WH010,CT00435,International,689,18176.28,12523456.92,485883.93,17.09,2140258.79,1429721.74,16579321.38,AED,22.7,Sea,27-04-2025,29-04-2025,2,Approved,Delivered,12523456.92
PO002815,27-12-2025,S0144,P0102,WH007,CT00571,International,271,50204.85,13605514.35,243325.41,16.38,2228583.25,1413656.46,17491079.47,GBP,106,Rail,10-01-2026,11-01-2026,1,Approved,Cancelled,13605514.35
PO002816,08-04-2025,S0241,P0108,WH006,CT00541,International,559,44004.15,24598319.85,454237.37,5.17,1271733.14,1334336.74,27658627.1,CNY,11.6,Rail,21-04-2025,21-04-2025,0,Approved,Cancelled,24598319.85
PO002817,14-03-2026,S0137,P0094,WH006,CT00240,International,850,26182.04,22254734,672305.28,4.59,1021492.29,1406128.56,25354660.13,CNY,11.6,Road,15-04-2026,15-04-2026,0,Pending,Cancelled,22254734
PO002818,29-04-2026,S0240,P0083,WH010,CT00047,International,890,59576.65,53023218.5,2349028.24,16.3,8642784.62,6115298.2,70130329.56,JPY,0.56,Road,01-06-2026,01-06-2026,0,Approved,Delivered,53023218.5
PO002819,03-01-2025,S0190,P0153,WH007,CT00218,International,313,31093.06,9732127.78,227460.87,8.18,796088.05,1156240.07,11911916.77,SGD,62,Rail,08-01-2025,08-01-2025,0,Pending,Delivered,9732127.78
PO002820,04-09-2025,S0155,P0175,WH010,CT00526,International,60,6950.01,417000.6,4579.51,16.94,70639.9,44165.19,536385.2,AUD,54,Road,11-09-2025,11-09-2025,0,Pending,Partially Delivered,417000.6
PO002821,28-05-2026,S0144,P0090,WH006,CT00030,International,345,77473.43,26728333.35,1137304.7,2.72,727010.67,2854389.78,31447038.5,GBP,106,Sea,19-06-2026,19-06-2026,0,Approved,Partially Delivered,26728333.35
PO002822,18-07-2026,S0130,P0198,WH009,CT00257,International,735,65524.02,48160154.7,1379686.69,17.78,8562875.51,3186968.99,61289685.89,SGD,62,Rail,01-08-2026,01-08-2026,0,Approved,Partially Delivered,48160154.7
PO002823,12-06-2026,S0155,P0103,WH010,CT00437,International,319,23967.32,7645575.08,109671.49,8.68,663635.92,914060,9332942.49,AUD,54,Air,25-06-2026,25-06-2026,0,Approved,Delivered,7645575.08
PO002824,16-09-2025,S0248,P0243,WH007,CT00591,International,28,794.94,22258.32,765.76,16.65,3706.01,2504.05,29234.14,GBP,106,Sea,24-09-2025,25-09-2025,1,Pending,Partially Delivered,22258.32
PO002825,09-07-2026,S0147,P0052,WH008,CT00050,International,89,18492.88,1645866.32,72688.43,16.21,266794.93,232671.7,2218021.38,EUR,90.5,Rail,27-07-2026,27-07-2026,0,Approved,Cancelled,1645866.32
PO002826,08-06-2026,S0238,P0093,WH010,CT00073,International,95,42944.03,4079682.85,39505.13,14.24,580946.84,541725.48,5241860.3,CNY,11.6,Rail,23-06-2026,23-06-2026,0,Approved,Partially Delivered,4079682.85
PO002827,13-02-2025,S0136,P0040,WH007,CT00087,International,110,44434.07,4887747.7,142393.76,6.16,301085.26,270499.95,5601726.67,EUR,90.5,Air,22-03-2025,27-03-2025,5,Approved,Delivered,4887747.7
PO002828,15-03-2025,S0243,P0223,WH009,CT00411,International,544,2372.33,1290547.52,51539.11,6.71,86595.74,97892.39,1526574.76,CNY,11.6,Air,11-04-2025,11-04-2025,0,Approved,Delivered,1290547.52
PO002829,11-03-2026,S0236,P0229,WH005,CT00077,International,56,6514.49,364811.44,10395.35,6.02,21961.65,29680.06,426848.5,EUR,90.5,Sea,01-04-2026,03-04-2026,2,Pending,Delivered,364811.44
PO002830,11-06-2025,S0239,P0214,WH005,CT00291,International,596,25776.04,15362519.84,361506.69,17.1,2626990.89,1905961.63,20256979.05,SGD,62,Air,18-06-2025,18-06-2025,0,Approved,Partially Delivered,15362519.84
PO002831,06-09-2025,S0152,P0232,WH007,CT00223,International,324,37251.84,12069596.16,503584.99,15.3,1846648.21,1576890.7,15996720.06,SGD,62,Rail,17-09-2025,29-09-2025,12,Approved,Delivered,12069596.16
PO002832,05-09-2025,S0171,P0188,WH006,CT00269,International,578,1748.86,1010841.08,30535.17,14.03,141821,78434.62,1261631.87,GBP,106,Road,16-09-2025,17-09-2025,1,Pending,Partially Delivered,1010841.08
PO002833,08-06-2025,S0223,P0064,WH006,No Contract,International,655,72819.33,47696661.15,1021200.02,12.5,5962082.64,3196940.56,57876884.37,AED,22.7,Rail,11-06-2025,12-06-2025,1,Approved,Cancelled,47696661.15
PO002834,27-02-2026,S0235,P0186,WH007,CT00167,International,618,70804.48,43757168.64,1238156.56,7.35,3216151.9,4264108.02,52475585.12,CNY,11.6,Road,28-03-2026,28-03-2026,0,Approved,Delivered,43757168.64
PO002835,06-07-2025,S0152,P0035,WH007,CT00375,International,535,59626.45,31900150.75,517073.05,9.93,3167684.97,3080095.69,38665004.46,SGD,62,Road,21-07-2025,26-07-2025,5,Pending,Partially Delivered,31900150.75
PO002836,25-02-2025,S0139,P0072,WH009,CT00322,International,923,6583.49,6076561.27,121118.05,10.64,646546.12,751842.86,7596068.3,AED,22.7,Sea,26-03-2025,27-03-2025,1,Pending,Cancelled,6076561.27
PO002837,15-02-2026,S0142,P0226,WH009,CT00281,International,780,9355.83,7297547.4,321427.4,8.26,602777.42,862767.15,9084519.37,JPY,0.56,Sea,12-03-2026,17-03-2026,5,Approved,Cancelled,7297547.4
PO002838,29-10-2025,S0180,P0172,WH008,CT00196,International,251,406.42,102011.42,929.87,17.83,18188.64,6348.04,127477.97,JPY,0.56,Road,01-12-2025,03-12-2025,2,Approved,Cancelled,102011.42
PO002839,08-05-2026,S0238,P0185,WH007,CT00211,International,622,53102.08,33029493.76,1427823.53,5.9,1948740.13,2718713.7,39124771.12,CNY,11.6,Air,26-05-2026,27-05-2026,1,Pending,Delivered,33029493.76
PO002840,21-01-2025,S0213,P0247,WH006,CT00499,International,193,29551.07,5703356.51,94901.25,5.57,317676.96,669080.11,6785014.83,AED,22.7,Rail,02-02-2025,02-02-2025,0,Approved,Partially Delivered,5703356.51
PO002841,23-04-2025,S0201,P0191,WH010,CT00226,International,872,76787.28,66958508.16,1564223.04,14.73,9862988.25,7966003.93,86351723.38,EUR,90.5,Rail,18-05-2025,21-05-2025,3,Approved,Delivered,66958508.16
PO002842,17-02-2026,S0192,P0221,WH008,CT00388,International,38,43557.03,1655167.14,64943.41,8.53,141185.76,159090.65,2020386.96,JPY,0.56,Road,23-03-2026,24-03-2026,1,Approved,Partially Delivered,1655167.14
PO002843,08-06-2026,S0140,P0270,WH010,CT00512,International,650,71230.86,46300059,841356.91,5.4,2500203.19,5335563.22,54977182.32,JPY,0.56,Road,01-07-2026,06-07-2026,5,Approved,Delivered,46300059
PO002844,04-08-2026,S0192,P0202,WH009,CT00319,International,473,29624.12,14012208.76,276923.19,13.73,1923876.26,1103195.56,17316203.77,JPY,0.56,Sea,30-08-2026,30-08-2026,0,Approved,Delivered,14012208.76
PO002845,26-03-2026,S0226,P0033,WH008,CT00335,International,275,46216.51,12709540.25,155757.95,5.68,721901.89,1074737.89,14661937.98,SGD,62,Rail,26-04-2026,27-04-2026,1,Approved,Delivered,12709540.25
PO002846,16-09-2025,S0217,P0221,WH005,CT00440,International,763,46641.18,35587220.34,631905.24,17.59,6259792.06,3618604.54,46097522.18,USD,83.5,Rail,27-09-2025,27-09-2025,0,Approved,Partially Delivered,35587220.34
PO002847,12-08-2025,S0243,P0283,WH008,CT00263,International,903,54748.88,49438238.64,598984.47,6.82,3371687.88,4382786.27,57791697.26,CNY,11.6,Rail,10-09-2025,10-09-2025,0,Pending,Cancelled,49438238.64
PO002848,21-01-2026,S0150,P0040,WH005,CT00018,International,360,41484.7,14934492,662123.05,5.41,807956.02,1593298.52,17997869.59,SGD,62,Air,16-02-2026,18-02-2026,2,Approved,Cancelled,14934492
PO002849,07-01-2026,S0154,P0238,WH010,CT00251,International,873,48455.53,42301677.69,1681898.19,8.46,3578721.93,5163607.08,52725904.89,AUD,54,Rail,14-02-2026,16-02-2026,2,Pending,Cancelled,42301677.69
PO002850,16-02-2025,S0161,P0117,WH007,CT00548,International,895,52875.11,47323223.45,1777152.3,12.28,5811291.84,5978163.7,60889831.29,AED,22.7,Sea,15-03-2025,15-03-2025,0,Approved,Delivered,47323223.45
PO002851,12-06-2026,S0230,P0262,WH005,CT00359,International,682,69068.62,47104798.84,1728781.74,16.03,7550899.25,4230043.06,60614522.89,EUR,90.5,Sea,29-06-2026,29-06-2026,0,Approved,Cancelled,47104798.84
PO002852,27-02-2026,S0131,P0202,WH010,CT00401,International,797,32187.62,25653533.14,760515,16.67,4276443.97,2080769.72,32771261.83,GBP,106,Road,25-03-2026,25-03-2026,0,Approved,Delivered,25653533.14
PO002853,25-05-2026,S0244,P0051,WH005,CT00566,International,990,5573.01,5517279.9,203629.91,9.61,530210.6,595348.87,6846469.28,EUR,90.5,Air,12-06-2026,12-06-2026,0,Approved,Partially Delivered,5517279.9
PO002854,04-09-2025,S0146,P0098,WH010,CT00560,International,425,18632.1,7918642.5,264779.59,4.95,391972.8,899344.59,9474739.48,EUR,90.5,Road,30-09-2025,30-09-2025,0,Approved,Delivered,7918642.5
PO002855,23-02-2025,S0135,P0260,WH010,CT00424,International,942,28920.36,27242979.12,1006335.99,11.86,3231017.32,3414097.81,34894430.24,EUR,90.5,Air,14-03-2025,15-03-2025,1,Approved,Cancelled,27242979.12
PO002856,10-02-2026,S0217,P0065,WH009,CT00440,International,374,40812.28,15263792.72,183643.1,15.6,2381151.66,1344522.27,19173109.75,USD,83.5,Sea,22-02-2026,23-02-2026,1,Pending,Delivered,15263792.72
PO002857,03-07-2025,S0202,P0042,WH005,CT00238,International,694,68373.93,47451507.42,1891252.67,16.78,7962362.95,6732325.3,64037448.34,AUD,54,Sea,11-07-2025,11-07-2025,0,Approved,Cancelled,47451507.42
PO002858,10-07-2025,S0196,P0260,WH010,CT00475,International,279,27470.92,7664386.68,208661.31,4.79,367124.12,757494.94,8997667.05,EUR,90.5,Road,03-08-2025,03-08-2025,0,Pending,Delivered,7664386.68
PO002859,12-03-2026,S0244,P0030,WH006,CT00132,International,13,75853.01,986089.13,16496.08,13.63,134403.95,135872.26,1272861.42,EUR,90.5,Air,30-03-2026,30-03-2026,0,Approved,Delivered,986089.13
PO002860,06-01-2025,S0136,P0104,WH006,CT00277,International,260,23486.52,6106495.2,30791.29,6.97,425622.72,615148.97,7178058.18,EUR,90.5,Sea,13-02-2025,16-02-2025,3,Pending,Delivered,6106495.2
PO002861,19-07-2025,S0151,P0154,WH007,CT00334,International,612,32505.78,19893537.36,621263.19,7.29,1450238.87,2629887.16,24594926.58,USD,83.5,Road,04-08-2025,04-08-2025,0,Approved,Cancelled,19893537.36
PO002862,05-03-2025,S0157,P0219,WH006,CT00304,International,155,79962.84,12394240.2,69576.61,16.22,2010345.76,951489.06,15425651.63,AUD,54,Road,29-03-2025,03-04-2025,5,Approved,Cancelled,12394240.2
PO002863,12-03-2026,S0128,P0167,WH010,CT00210,International,140,16332.98,2286617.2,48126.81,12.34,282168.56,224482.04,2841394.61,AUD,54,Rail,15-04-2026,15-04-2026,0,Pending,Cancelled,2286617.2
PO002864,20-04-2025,S0242,P0270,WH007,CT00049,International,254,71026.51,18040733.54,737434.97,5.89,1062599.21,1894826.14,21735593.86,EUR,90.5,Air,21-05-2025,24-05-2025,3,Approved,Delivered,18040733.54
PO002865,01-02-2025,S0142,P0056,WH006,CT00281,International,352,45296.67,15944427.84,143895.77,14.21,2265703.2,1977962.73,20331989.54,JPY,0.56,Road,20-02-2025,20-02-2025,0,Approved,Partially Delivered,15944427.84
PO002866,31-01-2025,S0201,P0217,WH010,CT00226,International,120,62985.46,7558255.2,284193.5,17.82,1346881.08,973440.35,10162770.13,EUR,90.5,Air,18-02-2025,18-02-2025,0,Approved,Cancelled,7558255.2
PO002867,01-05-2026,S0218,P0190,WH008,CT00133,International,403,70762.36,28517231.08,709407.47,10.94,3119785.08,3315216.02,35661639.65,GBP,106,Sea,21-05-2026,23-05-2026,2,Approved,Cancelled,28517231.08
PO002868,28-07-2026,S0177,P0208,WH009,CT00208,International,489,34663.9,16950647.1,378202.47,14.13,2395126.44,1595325.93,21319301.94,EUR,90.5,Rail,18-08-2026,18-08-2026,0,Pending,Cancelled,16950647.1
PO002869,23-05-2026,S0141,P0183,WH010,CT00121,International,878,60396.27,53027925.06,1647175.09,3.59,1903702.51,3268650.79,59847453.45,AED,22.7,Air,04-06-2026,04-06-2026,0,Approved,Delivered,53027925.06
PO002870,06-09-2025,S0173,P0234,WH005,CT00461,International,998,21869.12,21825381.76,695654.34,16.57,3616465.76,2897110.14,29034612,AUD,54,Road,19-09-2025,19-09-2025,0,Pending,Delivered,21825381.76
PO002871,30-06-2025,S0232,P0279,WH008,CT00255,International,859,71514.95,61431342.05,1439162.58,4.34,2666120.24,7224070.74,72760695.61,AUD,54,Air,19-07-2025,24-07-2025,5,Approved,Delivered,61431342.05
PO002872,28-06-2026,S0190,P0015,WH006,CT00218,International,587,83456.36,48988883.32,1135788.88,10.9,5339788.28,4029317.99,59493778.47,SGD,62,Rail,02-07-2026,04-07-2026,2,Pending,Cancelled,48988883.32
PO002873,28-10-2025,S0202,P0224,WH005,CT00238,International,464,32587.24,15120479.36,400094.97,8.53,1289776.89,1746369.18,18556720.4,AUD,54,Air,02-11-2025,04-11-2025,2,Approved,Cancelled,15120479.36
PO002874,27-07-2026,S0146,P0251,WH007,CT00564,International,434,34951.49,15168946.66,621801.38,10,1516894.67,933003.8,18240646.51,EUR,90.5,Sea,25-08-2026,25-08-2026,0,Approved,Partially Delivered,15168946.66
PO002875,17-11-2025,S0133,P0037,WH006,CT00273,International,460,32426.97,14916406.2,188156.78,10.48,1563239.37,1642576.29,18310378.64,EUR,90.5,Sea,08-12-2025,08-12-2025,0,Approved,Delivered,14916406.2
PO002876,16-09-2025,S0199,P0200,WH009,CT00302,International,820,88075.32,72221762.4,2007796.66,2.64,1906654.53,7765123.6,83901337.19,EUR,90.5,Road,19-10-2025,19-10-2025,0,Approved,Delivered,72221762.4
PO002877,11-11-2025,S0233,P0045,WH005,CT00171,International,68,49653.67,3376449.56,97250.28,5.29,178614.18,287655.81,3939969.83,AUD,54,Road,03-12-2025,04-12-2025,1,Pending,Partially Delivered,3376449.56
PO002878,02-07-2026,S0192,P0005,WH005,CT00319,International,527,32670.11,17217147.97,505357.35,5.69,979655.72,2123953.84,20826114.88,JPY,0.56,Air,05-08-2026,05-08-2026,0,Pending,Delivered,17217147.97
PO002879,30-05-2025,S0168,P0252,WH006,CT00374,International,859,1040.08,893428.72,7301.73,15.63,139642.91,86177.8,1126551.16,EUR,90.5,Air,11-06-2025,12-06-2025,1,Approved,Partially Delivered,893428.72
PO002880,13-05-2025,S0198,P0114,WH006,CT00053,International,683,64545.11,44084310.13,1446095.69,4.42,1948526.51,2412125.8,49891058.13,EUR,90.5,Road,06-06-2025,06-06-2025,0,Approved,Delivered,44084310.13
PO002881,01-01-2026,S0136,P0106,WH008,CT00277,International,538,16020.23,8618883.74,351187.84,3.92,337860.24,914272.4,10222204.22,EUR,90.5,Rail,31-01-2026,03-02-2026,3,Approved,Partially Delivered,8618883.74
PO002882,30-04-2026,S0170,P0170,WH007,CT00122,International,799,64103.34,51218568.66,2174439.24,12.14,6217934.24,3574972.53,63185914.67,JPY,0.56,Road,16-05-2026,16-05-2026,0,Approved,Cancelled,51218568.66
PO002883,21-03-2025,S0232,P0053,WH010,CT00255,International,548,37437.33,20515656.84,681849.37,17.32,3553311.76,1633326.77,26384144.74,AUD,54,Road,03-04-2025,06-04-2025,3,Approved,Delivered,20515656.84
PO002884,07-04-2025,S0133,P0232,WH006,CT00090,International,253,37323.22,9442774.66,247540.17,15.1,1425858.97,651777.62,11767951.42,EUR,90.5,Rail,02-05-2025,02-05-2025,0,Pending,Cancelled,9442774.66
PO002885,22-11-2025,S0145,P0132,WH007,CT00275,International,672,29851.96,20060517.12,325829.14,15.34,3077283.33,1889694.67,25353324.26,AED,22.7,Rail,14-12-2025,14-12-2025,0,Approved,Partially Delivered,20060517.12
PO002886,10-05-2025,S0181,P0298,WH005,CT00293,International,723,14650.45,10592275.35,172852.51,9.66,1023213.8,614731.7,12403073.36,AED,22.7,Sea,19-05-2025,20-05-2025,1,Approved,Delivered,10592275.35
PO002887,15-05-2026,S0193,P0019,WH006,CT00038,International,651,43355.54,28224456.54,1101951.23,11.2,3161139.13,2501894.99,34989441.89,AUD,54,Rail,28-05-2026,02-06-2026,5,Approved,Delivered,28224456.54
PO002888,03-10-2025,S0167,P0118,WH007,CT00306,International,792,75891.3,60105909.6,2463431.49,10.79,6485427.65,5364737.29,74419506.03,USD,83.5,Road,19-10-2025,24-10-2025,5,Approved,Partially Delivered,60105909.6
PO002889,01-10-2025,S0181,P0131,WH006,CT00099,International,319,24756.45,7897307.55,67550.86,11.02,870283.29,700584.74,9535726.44,AED,22.7,Road,18-10-2025,18-10-2025,0,Pending,Delivered,7897307.55
PO002890,16-01-2026,S0156,P0269,WH006,CT00181,International,766,84753.23,64920974.18,2541165.27,12.83,8329360.99,6714814.45,82506314.89,CNY,11.6,Sea,31-01-2026,08-02-2026,8,Pending,Delivered,64920974.18
PO002891,17-11-2025,S0173,P0039,WH009,CT00191,International,756,16784.75,12689271,153704.77,14.81,1879281.04,1632332.93,16354589.74,AUD,54,Road,28-11-2025,28-11-2025,0,Approved,Partially Delivered,12689271
PO002892,11-01-2026,S0202,P0248,WH008,CT00238,International,818,76424.66,62515371.88,1502418.66,17.54,10965196.23,4917570.04,79900556.81,AUD,54,Sea,21-01-2026,21-01-2026,0,Approved,Delivered,62515371.88
PO002893,21-07-2026,S0136,P0094,WH010,CT00028,International,739,27596.17,20393569.63,916964.44,16.28,3320073.14,1524435.75,26155042.96,EUR,90.5,Air,17-08-2026,22-08-2026,5,Approved,Cancelled,20393569.63
PO002894,17-06-2025,S0190,P0170,WH005,CT00218,International,887,67898.67,60226120.29,1339997.11,11.51,6932026.45,7848521.57,76346665.42,SGD,62,Rail,25-06-2025,25-06-2025,0,Pending,Delivered,60226120.29
PO002895,07-01-2026,S0148,P0061,WH006,CT00402,International,587,40618.6,23843118.2,333765.9,14.84,3538318.74,1505951.04,29221153.88,AED,22.7,Road,30-01-2026,02-02-2026,3,Approved,Cancelled,23843118.2
PO002896,27-06-2025,S0162,P0065,WH007,CT00062,International,110,43756,4813160,102048.53,9.92,477465.47,408569.45,5801243.45,CNY,11.6,Sea,08-07-2025,13-07-2025,5,Approved,Cancelled,4813160
PO002897,27-01-2025,S0134,P0074,WH007,CT00418,International,38,55617.69,2113472.22,28765.9,5.41,114338.85,211490.99,2468067.96,GBP,106,Rail,24-02-2025,24-02-2025,0,Pending,Delivered,2113472.22
PO002898,31-03-2025,S0169,P0074,WH009,CT00265,International,606,47349.67,28693900.02,483134.29,9.97,2860781.83,2633143.29,34670959.43,AUD,54,Sea,23-04-2025,24-04-2025,1,Approved,Partially Delivered,28693900.02
PO002899,29-12-2025,S0191,P0091,WH008,CT00496,International,701,33119.8,23216979.8,695197.23,4.47,1037799,2503418.41,27453394.44,EUR,90.5,Road,03-01-2026,03-01-2026,0,Approved,Delivered,23216979.8
PO002900,21-06-2026,S0198,P0087,WH009,CT00588,International,145,86490.38,12541105.1,123450.38,17.59,2205980.39,1178047.98,16048583.85,EUR,90.5,Air,25-07-2026,02-08-2026,8,Approved,Delivered,12541105.1
PO002901,26-02-2025,S0192,P0005,WH006,CT00319,International,252,35915.55,9050718.6,209686.63,8.19,741253.85,1144862.51,11146521.59,JPY,0.56,Air,26-03-2025,27-03-2025,1,Approved,Cancelled,9050718.6
PO002902,21-08-2025,S0205,P0024,WH006,CT00491,International,846,29061.59,24586105.14,1029062.57,15.55,3823139.35,2114557.73,31552864.79,AED,22.7,Road,17-09-2025,22-09-2025,5,Approved,Partially Delivered,24586105.14
PO002903,19-05-2026,S0145,P0120,WH006,CT00275,International,512,77970.42,39920855.04,1550964.94,8.72,3481098.56,4131624.2,49084542.74,AED,22.7,Air,06-06-2026,06-06-2026,0,Pending,Delivered,39920855.04
PO002904,10-07-2025,S0203,P0227,WH007,CT00405,International,221,26067.97,5761021.37,74904.09,9.71,559395.18,480676.01,6875996.65,JPY,0.56,Sea,19-07-2025,19-07-2025,0,Approved,Delivered,5761021.37
PO002905,05-04-2025,S0241,P0164,WH009,CT00541,International,473,79660.83,37679572.59,863532.61,8.17,3078421.08,4546245.73,46167772.01,CNY,11.6,Sea,15-04-2025,16-04-2025,1,Approved,Partially Delivered,37679572.59
PO002906,17-02-2026,S0157,P0226,WH010,CT00022,International,200,9377.95,1875590,35612.83,8.67,162613.65,241920.84,2315737.32,AUD,54,Road,14-03-2026,15-03-2026,1,Approved,Partially Delivered,1875590
PO002907,04-08-2025,S0168,P0070,WH005,CT00374,International,767,70413.75,54007346.25,620257.05,16.96,9159645.92,7035539.21,70822788.43,EUR,90.5,Sea,21-08-2025,23-08-2025,2,Approved,Delivered,54007346.25
PO002908,26-04-2025,S0182,P0163,WH009,CT00260,International,448,54222.45,24291657.6,876873.5,10.99,2669653.17,2381891.41,30220075.68,JPY,0.56,Road,23-05-2025,24-05-2025,1,Pending,Cancelled,24291657.6
PO002909,26-05-2026,S0249,P0053,WH010,CT00010,International,397,35035.71,13909176.87,333436.63,17.64,2453578.8,1436188.5,18132380.8,GBP,106,Sea,14-06-2026,14-06-2026,0,Approved,Cancelled,13909176.87
PO002910,09-04-2026,S0184,P0199,WH007,CT00406,International,248,56843.98,14097307.04,484737.75,15.5,2185082.59,1540714.46,18307841.84,USD,83.5,Rail,09-05-2026,11-05-2026,2,Pending,Delivered,14097307.04
PO002911,25-02-2025,S0244,P0058,WH007,CT00566,International,106,7183.88,761491.28,8191.72,12.56,95643.3,73582.9,938909.2,EUR,90.5,Sea,19-03-2025,21-03-2025,2,Approved,Delivered,761491.28
PO002912,16-01-2026,S0174,P0252,WH008,CT00327,International,86,1138.85,97941.1,4195.46,2.3,2252.65,9723.29,114112.5,SGD,62,Sea,11-02-2026,13-02-2026,2,Approved,Cancelled,97941.1
PO002913,25-04-2026,S0211,P0268,WH008,CT00395,International,339,21032,7129848,194139.15,10.14,722966.59,873296.44,8920250.18,AED,22.7,Sea,11-05-2026,11-05-2026,0,Approved,Delivered,7129848
PO002914,28-01-2025,S0132,P0003,WH007,CT00447,International,687,79259.39,54451200.93,545495.83,3.46,1884011.55,3386141.12,60266849.43,JPY,0.56,Sea,05-02-2025,13-02-2025,8,Approved,Cancelled,54451200.93
PO002915,05-06-2026,S0160,P0250,WH007,CT00338,International,395,57395.13,22671076.35,668808.51,7.36,1668591.22,1549416.92,26557893,CNY,11.6,Road,13-06-2026,25-06-2026,12,Approved,Partially Delivered,22671076.35
PO002916,04-03-2025,S0232,P0031,WH007,CT00255,International,259,14634.21,3790260.39,105305.03,2.03,76942.29,393203.89,4365711.6,AUD,54,Road,26-03-2025,26-03-2025,0,Pending,Partially Delivered,3790260.39
PO002917,30-07-2026,S0245,P0230,WH007,CT00045,International,911,53901.71,49104457.81,1975880.66,8.05,3952908.85,4376295.89,59409543.21,JPY,0.56,Sea,08-08-2026,08-08-2026,0,Approved,Cancelled,49104457.81
PO002918,18-01-2026,S0222,P0051,WH009,CT00532,International,562,5060.63,2844074.06,18954.24,14.71,418363.29,340257.78,3621649.37,AED,22.7,Sea,13-02-2026,13-02-2026,0,Approved,Cancelled,2844074.06
PO002919,03-04-2026,S0134,P0150,WH008,CT00195,International,915,69795.38,63862772.7,1264788.63,13.25,8461817.38,3817656.44,77407035.15,GBP,106,Rail,22-04-2026,22-04-2026,0,Approved,Cancelled,63862772.7
PO002920,22-01-2025,S0149,P0242,WH009,CT00110,International,803,10750.47,8632627.41,305472.63,16.12,1391579.54,955259.82,11284939.4,SGD,62,Sea,16-02-2025,16-02-2025,0,Approved,Partially Delivered,8632627.41
PO002921,23-11-2025,S0192,P0241,WH009,CT00319,International,429,28706.15,12314938.35,507270.47,13.78,1696998.5,1337537.53,15856744.85,JPY,0.56,Sea,26-12-2025,26-12-2025,0,Pending,Delivered,12314938.35
PO002922,03-06-2026,S0234,P0177,WH008,CT00342,International,870,57867.34,50344585.8,443273.91,6.72,3383156.17,4026825.51,58197841.39,AUD,54,Road,18-06-2026,18-06-2026,0,Approved,Delivered,50344585.8
PO002923,27-07-2025,S0150,P0027,WH005,CT00018,International,766,63102.3,48336361.8,2042770.78,5.04,2436152.63,2891496.16,55706781.37,SGD,62,Air,22-08-2025,23-08-2025,1,Approved,Partially Delivered,48336361.8
PO002924,17-02-2025,S0192,P0001,WH010,CT00388,International,912,44669.17,40738283.04,1371794.91,9.58,3902727.52,3737958.01,49750763.48,JPY,0.56,Sea,21-03-2025,23-03-2025,2,Approved,Delivered,40738283.04
PO002925,04-07-2026,S0173,P0120,WH008,CT00461,International,32,78924.27,2525576.64,60508.71,6.27,158353.66,293619.4,3038058.41,AUD,54,Sea,14-07-2026,15-07-2026,1,Pending,Delivered,2525576.64
PO002926,28-09-2025,S0180,P0225,WH010,CT00196,International,144,66727.31,9608732.64,287694.08,12.63,1213582.93,692636.54,11802646.19,JPY,0.56,Air,01-11-2025,09-11-2025,8,Approved,Cancelled,9608732.64
PO002927,16-11-2025,S0128,P0149,WH010,CT00286,International,92,51612.84,4748381.28,85926.76,6.42,304846.08,570220.13,5709374.25,AUD,54,Sea,20-12-2025,21-12-2025,1,Approved,Delivered,4748381.28
PO002928,15-02-2025,S0239,P0108,WH007,CT00291,International,843,39462.54,33266921.22,1294426.26,3.81,1267469.7,4004821.24,39833638.42,SGD,62,Rail,21-02-2025,21-02-2025,0,Pending,Delivered,33266921.22
PO002929,22-03-2026,S0144,P0210,WH008,CT00032,International,126,74637.69,9404348.94,99223.72,5.19,488085.71,525089.77,10516748.14,GBP,106,Sea,08-04-2026,08-04-2026,0,Approved,Delivered,9404348.94
PO002930,17-04-2026,S0224,P0188,WH006,CT00467,International,330,1847.95,609823.5,16888.44,12.48,76105.97,84044.93,786862.84,AUD,54,Road,05-05-2026,06-05-2026,1,Approved,Delivered,609823.5
PO002931,21-03-2026,S0141,P0140,WH010,CT00174,International,768,66540.4,51103027.2,1895873.93,9.62,4916111.22,4001259.61,61916271.96,AED,22.7,Road,07-04-2026,19-04-2026,12,Approved,Delivered,51103027.2
PO002932,18-01-2025,S0129,P0016,WH008,CT00364,International,751,79592.91,59774275.41,1177584.37,13.71,8195053.16,5629329.06,74776242,USD,83.5,Road,12-02-2025,14-02-2025,2,Approved,Delivered,59774275.41
PO002933,20-04-2025,S0152,P0265,WH007,CT00223,International,757,30503.49,23091141.93,785374.21,17.12,3953203.5,2288597.85,30118317.49,SGD,62,Rail,30-04-2025,02-05-2025,2,Approved,Cancelled,23091141.93
PO002934,05-06-2026,S0155,P0300,WH005,CT00369,International,673,2943.77,1981157.21,59746.91,4.46,88359.61,108981.08,2238244.81,AUD,54,Air,18-06-2026,20-06-2026,2,Approved,Delivered,1981157.21
