Invoice_ID,PO_ID,Supplier_ID,Invoice_Date,Receipt_Date,Due_Date,Invoice_Amount_INR,Currency,Exchange_Rate_to_INR,Payment_Status,Paid_Date,Matching_Status,Invoice_Approval_Status
INV002763,PO002763,S0148,2025-05-01,2025-05-24,2025-08-22,15467804.47,AED,22.7,Paid,2025-08-20,Manual Review,Approved
INV002764,PO002764,S0165,2026-02-12,2026-03-13,2026-06-11,76768376.24,USD,83.5,Overdue,,Three-Way Match,Approved
INV002765,PO002765,S0240,2026-01-01,2026-02-02,2026-05-03,73322580.31,JPY,0.56,Paid,2026-05-03,Three-Way Match,Pending
INV002766,PO002766,S0221,2025-03-03,2025-04-08,2025-07-07,43048793.4,EUR,90.5,Paid,2025-06-30,Manual Review,Approved
INV002767,PO002767,S0249,2025-07-08,2025-07-22,2025-09-05,34228701.28,GBP,106.0,Partially Paid,,Three-Way Match,Approved
INV002768,PO002768,S0244,2025-06-20,2025-07-09,2025-09-07,63695513.76,EUR,90.5,Paid,2025-09-06,Manual Review,Approved
INV002769,PO002769,S0166,2025-12-04,2025-12-13,2026-03-13,51587617.95,EUR,90.5,Paid,2026-03-10,Three-Way Match,Approved
INV002770,PO002770,S0226,2026-07-07,2026-08-04,2026-10-03,33007604.56,SGD,62.0,Paid,2026-09-29,Three-Way Match,Approved
INV002771,PO002771,S0202,2026-04-27,2026-04-30,2026-06-14,71036439.73,AUD,54.0,Pending,,Three-Way Match,Approved
INV002772,PO002772,S0184,2026-06-08,2026-07-10,2026-10-08,17586572.56,USD,83.5,Paid,2026-10-07,Three-Way Match,Approved
INV002773,PO002773,S0207,2026-04-15,2026-05-08,2026-07-07,1575862.73,EUR,90.5,Overdue,,Manual Review,Pending
INV002774,PO002774,S0154,2025-09-13,2025-10-12,2025-12-11,27553019.87,AUD,54.0,Partially Paid,,Three-Way Match,Approved
INV002775,PO002775,S0163,2025-10-04,2025-11-09,2025-12-24,56874601.35,JPY,0.56,Paid,2025-12-19,Three-Way Match,Pending
INV002776,PO002776,S0246,2025-03-27,2025-04-18,2025-06-02,58337425.57,USD,83.5,Pending,,Three-Way Match,Approved
INV002777,PO002777,S0140,2025-03-05,2025-04-01,2025-05-16,14833811.73,JPY,0.56,Paid,2025-05-06,Three-Way Match,Approved
INV002778,PO002778,S0240,2025-12-16,2026-01-20,2026-03-21,44263697.6,JPY,0.56,Pending,,Three-Way Match,Pending
INV002779,PO002779,S0196,2025-10-05,2025-10-20,2025-12-04,16476296.53,EUR,90.5,Paid,2025-11-28,Three-Way Match,Approved
INV002780,PO002780,S0137,2026-04-25,2026-06-01,2026-08-30,35163759.45,CNY,11.6,Paid,2026-08-29,Three-Way Match,Approved
INV002781,PO002781,S0245,2025-09-07,2025-09-23,2025-12-22,56658356.34,JPY,0.56,Pending,,Three-Way Match,Approved
INV002782,PO002782,S0172,2026-06-06,2026-06-27,2026-07-27,19832482.99,AUD,54.0,Paid,2026-07-27,Manual Review,Pending
INV002783,PO002783,S0246,2025-06-11,2025-07-03,2025-09-01,50126076.53,USD,83.5,Pending,,Manual Review,Approved
INV002784,PO002784,S0182,2025-03-22,2025-04-12,2025-05-12,31931312.21,JPY,0.56,Paid,2025-05-06,Three-Way Match,Approved
INV002785,PO002785,S0237,2026-05-30,2026-06-25,2026-08-24,5573860.26,USD,83.5,Paid,2026-08-22,Three-Way Match,Pending
INV002786,PO002786,S0164,2026-05-05,2026-05-21,2026-07-20,16300491.77,SGD,62.0,Pending,,Three-Way Match,Approved
INV002787,PO002787,S0130,2025-10-18,2025-11-10,2025-12-10,40709661.2,SGD,62.0,Paid,2025-12-03,Three-Way Match,Approved
INV002788,PO002788,S0203,2025-07-16,2025-08-01,2025-09-15,14382714.54,JPY,0.56,Paid,2025-09-15,Three-Way Match,Approved
INV002789,PO002789,S0211,2025-04-14,2025-04-26,2025-06-25,25987165.31,AED,22.7,Paid,2025-06-22,Manual Review,Pending
INV002790,PO002790,S0223,2025-12-18,2025-12-27,2026-03-27,49780001.54,AED,22.7,Paid,2026-03-27,Three-Way Match,Approved
INV002791,PO002791,S0158,2025-11-23,2025-12-15,2026-01-14,46829547.02,EUR,90.5,Paid,2026-01-14,Three-Way Match,Approved
INV002792,PO002792,S0187,2026-01-20,2026-02-04,2026-03-21,3509479.75,AED,22.7,Paid,2026-03-15,Three-Way Match,Approved
INV002793,PO002793,S0244,2025-02-20,2025-03-19,2025-05-18,9607049.74,EUR,90.5,Paid,2025-05-17,Three-Way Match,Approved
INV002794,PO002794,S0240,2025-12-09,2026-01-17,2026-03-03,22538746.52,JPY,0.56,Overdue,,Three-Way Match,Approved
INV002795,PO002795,S0146,2025-12-09,2026-01-10,2026-02-24,59601800.6,EUR,90.5,Overdue,,Manual Review,Approved
INV002796,PO002796,S0205,2025-02-12,2025-03-08,2025-04-22,52062866.94,AED,22.7,Paid,2025-04-16,Three-Way Match,Approved
INV002797,PO002797,S0241,2025-03-30,2025-04-14,2025-05-14,48706370.68,CNY,11.6,Paid,2025-05-12,Manual Review,Approved
INV002798,PO002798,S0200,2025-04-18,2025-05-07,2025-08-05,42900066.76,EUR,90.5,Pending,,Manual Review,Approved
INV002799,PO002799,S0154,2025-08-01,2025-09-02,2025-10-02,19823652.56,AUD,54.0,Paid,2025-09-27,Three-Way Match,Approved
INV002800,PO002800,S0188,2026-05-23,2026-06-16,2026-07-16,41810728.2,GBP,106.0,Paid,2026-07-10,Three-Way Match,Pending
INV002801,PO002801,S0223,2025-06-05,2025-06-09,2025-07-24,5695779.24,AED,22.7,Pending,,Manual Review,Pending
INV002802,PO002802,S0173,2026-06-11,2026-06-15,2026-09-13,22508073.96,AUD,54.0,Paid,2026-09-04,Three-Way Match,Approved
INV002803,PO002803,S0162,2026-08-03,2026-08-21,2026-10-20,18710672.05,CNY,11.6,Overdue,,Manual Review,Approved
INV002804,PO002804,S0245,2025-12-09,2025-12-25,2026-02-08,37269773.76,JPY,0.56,Paid,2026-01-31,Manual Review,Approved
INV002805,PO002805,S0176,2025-12-12,2025-12-30,2026-02-13,429692.55,GBP,106.0,Pending,,Three-Way Match,Pending
INV002806,PO002806,S0233,2026-03-23,2026-04-10,2026-07-09,58030426.67,AUD,54.0,Paid,2026-07-05,Three-Way Match,Approved
INV002807,PO002807,S0200,2025-04-09,2025-05-02,2025-06-16,878195.93,EUR,90.5,Paid,2025-06-15,Manual Review,Approved
INV002808,PO002808,S0175,2025-07-29,2025-08-09,2025-10-08,62535722.33,CNY,11.6,Paid,2025-10-05,Three-Way Match,Approved
INV002809,PO002809,S0192,2026-01-06,2026-02-08,2026-05-09,15763923.2,JPY,0.56,Paid,2026-05-07,Three-Way Match,Pending
INV002810,PO002810,S0226,2025-08-12,2025-09-09,2025-10-09,5018656.64,SGD,62.0,Paid,2025-09-30,Three-Way Match,Approved
INV002811,PO002811,S0147,2026-06-25,2026-07-10,2026-10-08,36139042.94,EUR,90.5,Paid,2026-10-05,Manual Review,Pending
INV002812,PO002812,S0225,2025-02-26,2025-04-02,2025-06-01,18445619.53,USD,83.5,Paid,2025-05-26,Three-Way Match,Approved
INV002813,PO002813,S0183,2026-04-27,2026-05-19,2026-07-03,23044189.23,USD,83.5,Pending,,Three-Way Match,Pending
INV002814,PO002814,S0139,2025-03-30,2025-04-29,2025-06-13,16579321.38,AED,22.7,Paid,2025-06-03,Manual Review,Approved
INV002815,PO002815,S0144,2025-12-27,2026-01-11,2026-03-12,17491079.47,GBP,106.0,Paid,2026-03-05,Three-Way Match,Approved
INV002816,PO002816,S0241,2025-04-08,2025-04-21,2025-07-20,27658627.1,CNY,11.6,Paid,2025-07-17,Three-Way Match,Approved
INV002817,PO002817,S0137,2026-03-14,2026-04-15,2026-07-14,25354660.13,CNY,11.6,Overdue,,Three-Way Match,Pending
INV002818,PO002818,S0240,2026-04-29,2026-06-01,2026-07-16,70130329.56,JPY,0.56,Paid,2026-07-08,Manual Review,Approved
INV002819,PO002819,S0190,2025-01-03,2025-01-08,2025-04-08,11911916.77,SGD,62.0,Overdue,,Three-Way Match,Pending
INV002820,PO002820,S0155,2025-09-04,2025-09-11,2025-11-10,536385.2,AUD,54.0,Paid,2025-11-09,Three-Way Match,Approved
INV002821,PO002821,S0144,2026-05-28,2026-06-19,2026-09-17,31447038.5,GBP,106.0,Pending,,Three-Way Match,Pending
INV002822,PO002822,S0130,2026-07-18,2026-08-01,2026-09-30,61289685.89,SGD,62.0,Paid,2026-09-26,Three-Way Match,Approved
INV002823,PO002823,S0155,2026-06-12,2026-06-25,2026-08-09,9332942.49,AUD,54.0,Paid,2026-08-08,Three-Way Match,Approved
INV002824,PO002824,S0248,2025-09-16,2025-09-25,2025-11-09,29234.14,GBP,106.0,Paid,2025-11-03,Three-Way Match,Approved
INV002825,PO002825,S0147,2026-07-09,2026-07-27,2026-10-25,2218021.38,EUR,90.5,Paid,2026-10-24,Three-Way Match,Pending
INV002826,PO002826,S0238,2026-06-08,2026-06-23,2026-09-21,5241860.3,CNY,11.6,Paid,2026-09-20,Three-Way Match,Approved
INV002827,PO002827,S0136,2025-02-13,2025-03-27,2025-05-26,5601726.67,EUR,90.5,Paid,2025-05-20,Three-Way Match,Pending
INV002828,PO002828,S0243,2025-03-15,2025-04-11,2025-05-26,1526574.76,CNY,11.6,Pending,,Three-Way Match,Approved
INV002829,PO002829,S0236,2026-03-11,2026-04-03,2026-05-03,426848.5,EUR,90.5,Pending,,Three-Way Match,Approved
INV002830,PO002830,S0239,2025-06-11,2025-06-18,2025-07-18,20256979.05,SGD,62.0,Paid,2025-07-11,Manual Review,Approved
INV002831,PO002831,S0152,2025-09-06,2025-09-29,2025-11-13,15996720.06,SGD,62.0,Paid,2025-11-05,Three-Way Match,Approved
INV002832,PO002832,S0171,2025-09-05,2025-09-17,2025-10-17,1261631.87,GBP,106.0,Overdue,,Manual Review,Approved
INV002833,PO002833,S0223,2025-06-08,2025-06-12,2025-07-27,57876884.37,AED,22.7,Overdue,,Manual Review,Pending
INV002834,PO002834,S0235,2026-02-27,2026-03-28,2026-06-26,52475585.12,CNY,11.6,Paid,2026-06-16,Three-Way Match,Approved
INV002835,PO002835,S0152,2025-07-06,2025-07-26,2025-10-24,38665004.46,SGD,62.0,Overdue,,Three-Way Match,Approved
INV002836,PO002836,S0139,2025-02-25,2025-03-27,2025-04-26,7596068.3,AED,22.7,Paid,2025-04-16,Three-Way Match,Approved
INV002837,PO002837,S0142,2026-02-15,2026-03-17,2026-06-15,9084519.37,JPY,0.56,Pending,,Three-Way Match,Pending
INV002838,PO002838,S0180,2025-10-29,2025-12-03,2026-01-02,127477.97,JPY,0.56,Paid,2026-01-02,Three-Way Match,Approved
INV002839,PO002839,S0238,2026-05-08,2026-05-27,2026-06-26,39124771.12,CNY,11.6,Paid,2026-06-23,Manual Review,Approved
INV002840,PO002840,S0213,2025-01-21,2025-02-02,2025-05-03,6785014.83,AED,22.7,Paid,2025-04-30,Manual Review,Approved
INV002841,PO002841,S0201,2025-04-23,2025-05-21,2025-06-20,86351723.38,EUR,90.5,Overdue,,Three-Way Match,Pending
INV002842,PO002842,S0192,2026-02-17,2026-03-24,2026-05-08,2020386.96,JPY,0.56,Pending,,Manual Review,Approved
INV002843,PO002843,S0140,2026-06-08,2026-07-06,2026-10-04,54977182.32,JPY,0.56,Paid,2026-09-28,Manual Review,Pending
INV002844,PO002844,S0192,2026-08-04,2026-08-30,2026-10-29,17316203.77,JPY,0.56,Paid,2026-10-27,Three-Way Match,Pending
INV002845,PO002845,S0226,2026-03-26,2026-04-27,2026-05-27,14661937.98,SGD,62.0,Paid,2026-05-21,Three-Way Match,Approved
INV002846,PO002846,S0217,2025-09-16,2025-09-27,2025-12-26,46097522.18,USD,83.5,Pending,,Three-Way Match,Pending
INV002847,PO002847,S0243,2025-08-12,2025-09-10,2025-11-09,57791697.26,CNY,11.6,Overdue,,Manual Review,Pending
INV002848,PO002848,S0150,2026-01-21,2026-02-18,2026-05-19,17997869.59,SGD,62.0,Paid,2026-05-19,Three-Way Match,Approved
INV002849,PO002849,S0154,2026-01-07,2026-02-16,2026-04-02,52725904.89,AUD,54.0,Partially Paid,,Three-Way Match,Pending
INV002850,PO002850,S0161,2025-02-16,2025-03-15,2025-04-14,60889831.29,AED,22.7,Paid,2025-04-13,Three-Way Match,Pending
INV002851,PO002851,S0230,2026-06-12,2026-06-29,2026-08-28,60614522.89,EUR,90.5,Paid,2026-08-23,Three-Way Match,Approved
INV002852,PO002852,S0131,2026-02-27,2026-03-25,2026-05-24,32771261.83,GBP,106.0,Pending,,Three-Way Match,Pending
INV002853,PO002853,S0244,2026-05-25,2026-06-12,2026-07-27,6846469.28,EUR,90.5,Paid,2026-07-21,Manual Review,Approved
INV002854,PO002854,S0146,2025-09-04,2025-09-30,2025-11-14,9474739.48,EUR,90.5,Paid,2025-11-05,Manual Review,Pending
INV002855,PO002855,S0135,2025-02-23,2025-03-15,2025-04-29,34894430.24,EUR,90.5,Paid,2025-04-28,Three-Way Match,Pending
INV002856,PO002856,S0217,2026-02-10,2026-02-23,2026-04-24,19173109.75,USD,83.5,Paid,2026-04-14,Manual Review,Approved
INV002857,PO002857,S0202,2025-07-03,2025-07-11,2025-10-09,64037448.34,AUD,54.0,Pending,,Three-Way Match,Approved
INV002858,PO002858,S0196,2025-07-10,2025-08-03,2025-11-01,8997667.05,EUR,90.5,Paid,2025-10-25,Three-Way Match,Pending
INV002859,PO002859,S0244,2026-03-12,2026-03-30,2026-06-28,1272861.42,EUR,90.5,Paid,2026-06-20,Three-Way Match,Pending
INV002860,PO002860,S0136,2025-01-06,2025-02-16,2025-05-17,7178058.18,EUR,90.5,Paid,2025-05-13,Three-Way Match,Approved
INV002861,PO002861,S0151,2025-07-19,2025-08-04,2025-10-03,24594926.58,USD,83.5,Pending,,Three-Way Match,Pending
INV002862,PO002862,S0157,2025-03-05,2025-04-03,2025-06-02,15425651.63,AUD,54.0,Paid,2025-05-30,Three-Way Match,Pending
INV002863,PO002863,S0128,2026-03-12,2026-04-15,2026-05-15,2841394.61,AUD,54.0,Paid,2026-05-14,Three-Way Match,Pending
INV002864,PO002864,S0242,2025-04-20,2025-05-24,2025-07-23,21735593.86,EUR,90.5,Pending,,Three-Way Match,Approved
INV002865,PO002865,S0142,2025-02-01,2025-02-20,2025-05-21,20331989.54,JPY,0.56,Paid,2025-05-19,Three-Way Match,Pending
INV002866,PO002866,S0201,2025-01-31,2025-02-18,2025-04-19,10162770.13,EUR,90.5,Paid,2025-04-19,Three-Way Match,Approved
INV002867,PO002867,S0218,2026-05-01,2026-05-23,2026-07-22,35661639.65,GBP,106.0,Pending,,Three-Way Match,Approved
INV002868,PO002868,S0177,2026-07-28,2026-08-18,2026-11-16,21319301.94,EUR,90.5,Pending,,Three-Way Match,Approved
INV002869,PO002869,S0141,2026-05-23,2026-06-04,2026-07-04,59847453.45,AED,22.7,Paid,2026-07-03,Three-Way Match,Approved
INV002870,PO002870,S0173,2025-09-06,2025-09-19,2025-10-19,29034612.0,AUD,54.0,Paid,2025-10-19,Three-Way Match,Approved
INV002871,PO002871,S0232,2025-06-30,2025-07-24,2025-10-22,72760695.61,AUD,54.0,Paid,2025-10-16,Manual Review,Pending
INV002872,PO002872,S0190,2026-06-28,2026-07-04,2026-08-18,59493778.47,SGD,62.0,Paid,2026-08-13,Manual Review,Approved
INV002873,PO002873,S0202,2025-10-28,2025-11-04,2025-12-04,18556720.4,AUD,54.0,Paid,2025-12-02,Three-Way Match,Approved
INV002874,PO002874,S0146,2026-07-27,2026-08-25,2026-09-24,18240646.51,EUR,90.5,Paid,2026-09-23,Three-Way Match,Approved
INV002875,PO002875,S0133,2025-11-17,2025-12-08,2026-01-07,18310378.64,EUR,90.5,Pending,,Three-Way Match,Approved
INV002876,PO002876,S0199,2025-09-16,2025-10-19,2025-12-03,83901337.19,EUR,90.5,Paid,2025-11-30,Three-Way Match,Approved
INV002877,PO002877,S0233,2025-11-11,2025-12-04,2026-01-03,3939969.83,AUD,54.0,Overdue,,Three-Way Match,Pending
INV002878,PO002878,S0192,2026-07-02,2026-08-05,2026-11-03,20826114.88,JPY,0.56,Paid,2026-10-27,Three-Way Match,Approved
INV002879,PO002879,S0168,2025-05-30,2025-06-12,2025-08-11,1126551.16,EUR,90.5,Pending,,Manual Review,Approved
INV002880,PO002880,S0198,2025-05-13,2025-06-06,2025-07-06,49891058.13,EUR,90.5,Paid,2025-07-02,Manual Review,Approved
INV002881,PO002881,S0136,2026-01-01,2026-02-03,2026-03-20,10222204.22,EUR,90.5,Overdue,,Manual Review,Approved
INV002882,PO002882,S0170,2026-04-30,2026-05-16,2026-06-15,63185914.67,JPY,0.56,Paid,2026-06-05,Manual Review,Pending
INV002883,PO002883,S0232,2025-03-21,2025-04-06,2025-05-06,26384144.74,AUD,54.0,Paid,2025-05-04,Three-Way Match,Approved
INV002884,PO002884,S0133,2025-04-07,2025-05-02,2025-07-01,11767951.42,EUR,90.5,Paid,2025-06-28,Three-Way Match,Approved
INV002885,PO002885,S0145,2025-11-22,2025-12-14,2026-01-13,25353324.26,AED,22.7,Overdue,,Three-Way Match,Approved
INV002886,PO002886,S0181,2025-05-10,2025-05-20,2025-08-18,12403073.36,AED,22.7,Overdue,,Three-Way Match,Approved
INV002887,PO002887,S0193,2026-05-15,2026-06-02,2026-07-02,34989441.89,AUD,54.0,Pending,,Three-Way Match,Pending
INV002888,PO002888,S0167,2025-10-03,2025-10-24,2025-11-23,74419506.03,USD,83.5,Paid,2025-11-20,Three-Way Match,Approved
INV002889,PO002889,S0181,2025-10-01,2025-10-18,2025-12-17,9535726.44,AED,22.7,Paid,2025-12-14,Manual Review,Approved
INV002890,PO002890,S0156,2026-01-16,2026-02-08,2026-03-10,82506314.89,CNY,11.6,Pending,,Three-Way Match,Pending
INV002891,PO002891,S0173,2025-11-17,2025-11-28,2026-01-27,16354589.74,AUD,54.0,Paid,2026-01-25,Three-Way Match,Approved
INV002892,PO002892,S0202,2026-01-11,2026-01-21,2026-03-07,79900556.81,AUD,54.0,Paid,2026-03-04,Three-Way Match,Approved
INV002893,PO002893,S0136,2026-07-21,2026-08-22,2026-09-21,26155042.96,EUR,90.5,Paid,2026-09-12,Manual Review,Approved
INV002894,PO002894,S0190,2025-06-17,2025-06-25,2025-08-09,76346665.42,SGD,62.0,Paid,2025-08-06,Three-Way Match,Approved
INV002895,PO002895,S0148,2026-01-07,2026-02-02,2026-05-03,29221153.88,AED,22.7,Overdue,,Manual Review,Pending
INV002896,PO002896,S0162,2025-06-27,2025-07-13,2025-09-11,5801243.45,CNY,11.6,Paid,2025-09-04,Manual Review,Pending
INV002897,PO002897,S0134,2025-01-27,2025-02-24,2025-04-25,2468067.96,GBP,106.0,Paid,2025-04-19,Three-Way Match,Approved
INV002898,PO002898,S0169,2025-03-31,2025-04-24,2025-06-23,34670959.43,AUD,54.0,Partially Paid,,Three-Way Match,Approved
INV002899,PO002899,S0191,2025-12-29,2026-01-03,2026-04-03,27453394.44,EUR,90.5,Paid,2026-04-02,Manual Review,Approved
INV002900,PO002900,S0198,2026-06-21,2026-08-02,2026-09-01,16048583.85,EUR,90.5,Paid,2026-08-26,Manual Review,Approved
INV002901,PO002901,S0192,2025-02-26,2025-03-27,2025-05-11,11146521.59,JPY,0.56,Paid,2025-05-08,Manual Review,Approved
INV002902,PO002902,S0205,2025-08-21,2025-09-22,2025-10-22,31552864.79,AED,22.7,Paid,2025-10-17,Manual Review,Approved
INV002903,PO002903,S0145,2026-05-19,2026-06-06,2026-09-04,49084542.74,AED,22.7,Paid,2026-08-25,Manual Review,Pending
INV002904,PO002904,S0203,2025-07-10,2025-07-19,2025-09-02,6875996.65,JPY,0.56,Paid,2025-08-26,Three-Way Match,Approved
INV002905,PO002905,S0241,2025-04-05,2025-04-16,2025-06-15,46167772.01,CNY,11.6,Paid,2025-06-08,Three-Way Match,Pending
INV002906,PO002906,S0157,2026-02-17,2026-03-15,2026-05-14,2315737.32,AUD,54.0,Paid,2026-05-10,Manual Review,Approved
INV002907,PO002907,S0168,2025-08-04,2025-08-23,2025-10-22,70822788.43,EUR,90.5,Paid,2025-10-22,Manual Review,Approved
INV002908,PO002908,S0182,2025-04-26,2025-05-24,2025-07-08,30220075.68,JPY,0.56,Paid,2025-07-02,Manual Review,Approved
INV002909,PO002909,S0249,2026-05-26,2026-06-14,2026-09-12,18132380.8,GBP,106.0,Paid,2026-09-09,Three-Way Match,Approved
INV002910,PO002910,S0184,2026-04-09,2026-05-11,2026-07-10,18307841.84,USD,83.5,Paid,2026-07-03,Three-Way Match,Approved
INV002911,PO002911,S0244,2025-02-25,2025-03-21,2025-06-19,938909.2,EUR,90.5,Paid,2025-06-12,Manual Review,Approved
INV002912,PO002912,S0174,2026-01-16,2026-02-13,2026-05-14,114112.5,SGD,62.0,Pending,,Three-Way Match,Pending
INV002913,PO002913,S0211,2026-04-25,2026-05-11,2026-06-25,8920250.18,AED,22.7,Paid,2026-06-22,Manual Review,Approved
INV002914,PO002914,S0132,2025-01-28,2025-02-13,2025-03-15,60266849.43,JPY,0.56,Paid,2025-03-09,Manual Review,Approved
INV002915,PO002915,S0160,2026-06-05,2026-06-25,2026-09-23,26557893.0,CNY,11.6,Partially Paid,,Three-Way Match,Approved
INV002916,PO002916,S0232,2025-03-04,2025-03-26,2025-04-25,4365711.6,AUD,54.0,Paid,2025-04-18,Manual Review,Pending
INV002917,PO002917,S0245,2026-07-30,2026-08-08,2026-09-22,59409543.21,JPY,0.56,Paid,2026-09-22,Three-Way Match,Approved
INV002918,PO002918,S0222,2026-01-18,2026-02-13,2026-05-14,3621649.37,AED,22.7,Pending,,Three-Way Match,Approved
INV002919,PO002919,S0134,2026-04-03,2026-04-22,2026-06-06,77407035.15,GBP,106.0,Paid,2026-06-03,Three-Way Match,Pending
INV002920,PO002920,S0149,2025-01-22,2025-02-16,2025-05-17,11284939.4,SGD,62.0,Paid,2025-05-07,Three-Way Match,Approved
INV002921,PO002921,S0192,2025-11-23,2025-12-26,2026-03-26,15856744.85,JPY,0.56,Paid,2026-03-25,Three-Way Match,Pending
INV002922,PO002922,S0234,2026-06-03,2026-06-18,2026-07-18,58197841.39,AUD,54.0,Paid,2026-07-10,Manual Review,Approved
INV002923,PO002923,S0150,2025-07-27,2025-08-23,2025-10-22,55706781.37,SGD,62.0,Paid,2025-10-20,Manual Review,Approved
INV002924,PO002924,S0192,2025-02-17,2025-03-23,2025-05-22,49750763.48,JPY,0.56,Paid,2025-05-17,Manual Review,Pending
INV002925,PO002925,S0173,2026-07-04,2026-07-15,2026-09-13,3038058.41,AUD,54.0,Pending,,Three-Way Match,Approved
INV002926,PO002926,S0180,2025-09-28,2025-11-09,2026-01-08,11802646.19,JPY,0.56,Overdue,,Manual Review,Approved
INV002927,PO002927,S0128,2025-11-16,2025-12-21,2026-02-04,5709374.25,AUD,54.0,Paid,2026-01-30,Manual Review,Approved
INV002928,PO002928,S0239,2025-02-15,2025-02-21,2025-04-22,39833638.42,SGD,62.0,Paid,2025-04-18,Three-Way Match,Approved
INV002929,PO002929,S0144,2026-03-22,2026-04-08,2026-07-07,10516748.14,GBP,106.0,Paid,2026-07-07,Three-Way Match,Approved
INV002930,PO002930,S0224,2026-04-17,2026-05-06,2026-08-04,786862.84,AUD,54.0,Paid,2026-07-30,Manual Review,Approved
INV002931,PO002931,S0141,2026-03-21,2026-04-19,2026-05-19,61916271.96,AED,22.7,Overdue,,Three-Way Match,Approved
INV002932,PO002932,S0129,2025-01-18,2025-02-14,2025-03-31,74776242.0,USD,83.5,Overdue,,Three-Way Match,Approved
INV002933,PO002933,S0152,2025-04-20,2025-05-02,2025-07-31,30118317.49,SGD,62.0,Paid,2025-07-30,Three-Way Match,Pending
INV002934,PO002934,S0155,2026-06-05,2026-06-20,2026-08-04,2238244.81,AUD,54.0,Overdue,,Three-Way Match,Pending
INV002935,PO002935,S0233,2026-04-09,2026-04-25,2026-05-25,11522459.81,AUD,54.0,Overdue,,Three-Way Match,Approved
INV002936,PO002936,S0211,2025-11-11,2025-11-23,2026-01-07,41211916.13,AED,22.7,Pending,,Manual Review,Pending
INV002937,PO002937,S0145,2025-08-13,2025-08-29,2025-09-28,15689724.34,AED,22.7,Paid,2025-09-26,Three-Way Match,Pending
INV002938,PO002938,S0181,2026-02-02,2026-02-11,2026-04-12,73176081.27,AED,22.7,Paid,2026-04-03,Three-Way Match,Pending
INV002939,PO002939,S0219,2026-03-25,2026-04-21,2026-06-20,41765867.38,EUR,90.5,Paid,2026-06-17,Three-Way Match,Approved
INV002940,PO002940,S0200,2025-05-30,2025-06-20,2025-09-18,77590960.98,EUR,90.5,Paid,2025-09-12,Three-Way Match,Pending
INV002941,PO002941,S0205,2026-03-31,2026-05-04,2026-07-03,27641995.73,AED,22.7,Pending,,Manual Review,Approved
INV002942,PO002942,S0197,2025-02-08,2025-02-19,2025-03-21,9841184.52,AUD,54.0,Paid,2025-03-15,Three-Way Match,Approved
INV002943,PO002943,S0200,2025-08-10,2025-08-26,2025-10-25,28642176.11,EUR,90.5,Paid,2025-10-18,Three-Way Match,Pending
INV002944,PO002944,S0206,2025-04-10,2025-04-26,2025-07-25,35816927.06,GBP,106.0,Pending,,Manual Review,Pending
INV002945,PO002945,S0220,2025-03-11,2025-04-08,2025-05-08,8173067.43,CNY,11.6,Pending,,Three-Way Match,Approved
INV002946,PO002946,S0131,2025-08-05,2025-09-03,2025-12-02,69830799.86,GBP,106.0,Pending,,Manual Review,Pending
INV002947,PO002947,S0186,2025-03-04,2025-03-23,2025-05-07,13647090.94,EUR,90.5,Paid,2025-05-01,Manual Review,Pending
INV002948,PO002948,S0171,2025-03-08,2025-03-28,2025-05-12,24332118.04,GBP,106.0,Partially Paid,,Three-Way Match,Pending
INV002949,PO002949,S0133,2025-05-23,2025-06-17,2025-08-01,68004833.64,EUR,90.5,Paid,2025-07-28,Three-Way Match,Approved
INV002950,PO002950,S0206,2026-05-10,2026-05-20,2026-08-18,17023353.07,GBP,106.0,Paid,2026-08-15,Three-Way Match,Approved
INV002951,PO002951,S0153,2025-05-18,2025-06-21,2025-07-21,83793348.98,EUR,90.5,Paid,2025-07-17,Three-Way Match,Pending
INV002952,PO002952,S0212,2026-01-04,2026-01-29,2026-03-30,2468693.64,AUD,54.0,Paid,2026-03-20,Manual Review,Approved
INV002953,PO002953,S0205,2025-10-03,2025-10-29,2026-01-27,28007292.92,AED,22.7,Paid,2026-01-24,Manual Review,Pending
INV002954,PO002954,S0168,2026-03-01,2026-03-14,2026-04-13,7964267.03,EUR,90.5,Paid,2026-04-10,Manual Review,Pending
INV002955,PO002955,S0191,2025-01-10,2025-01-23,2025-03-24,59152863.91,EUR,90.5,Paid,2025-03-17,Three-Way Match,Pending
INV002956,PO002956,S0172,2026-01-12,2026-01-28,2026-03-29,18230363.54,AUD,54.0,Paid,2026-03-25,Manual Review,Approved
INV002957,PO002957,S0146,2026-02-24,2026-03-27,2026-05-26,16792427.23,EUR,90.5,Paid,2026-05-19,Manual Review,Approved
INV002958,PO002958,S0177,2026-06-07,2026-06-25,2026-07-25,26214547.76,EUR,90.5,Paid,2026-07-20,Three-Way Match,Pending
INV002959,PO002959,S0239,2025-05-04,2025-05-13,2025-07-12,2117610.59,SGD,62.0,Paid,2025-07-03,Manual Review,Pending
INV002960,PO002960,S0134,2025-09-10,2025-10-05,2025-11-19,83226045.07,GBP,106.0,Paid,2025-11-16,Manual Review,Pending
INV002961,PO002961,S0246,2025-11-04,2025-11-26,2025-12-26,51101985.41,USD,83.5,Paid,2025-12-23,Three-Way Match,Approved
INV002962,PO002962,S0214,2026-01-26,2026-02-19,2026-04-20,49452854.28,EUR,90.5,Paid,2026-04-14,Three-Way Match,Approved
